Name;type;ingredient;Item Quantity;Item Name;Serving Size Quantity;Serving Size Measure;Unit Measure;Unit Quantity;Volume Measure;Volume Quantity;Calories (kcal);Protein (g);Carbohydrate (Available) (g);Carbohydrates (g);Total Dietary Fiber (g);Dietary Fiber (2016) (g);Fat (g);Saturated Fat (g);Trans Fatty Acid (g);Cholesterol (mg);Sodium (mg);Calcium (mg);Copper (mg);Folate (mcg);Folate, DFE (mcg DFE);Folate, food (mcg);Iron (mg);Magnesium (mg);Manganese (mg);Omega 3 Fatty Acid (g);Omega 6 Fatty Acid (g);Phosphorus (mg);Potassium (mg);Selenium (mcg);Vitamin A - IU (IU);Vitamin A - RAE (mcg);Vitamin A - RE (mcg);Vitamin B1 - Thiamin (mg);Vitamin B12 (mcg);Vitamin B2 - Riboflavin (mg);Vitamin B3 - Niacin (mg);Vitamin B3 - Niacin Equiv (mg);Vitamin B6 (mg);Vitamin C (mg);Vitamin E - Alpha-Toco (mg);Vitamin E - Alpha-Toco Equiv (mg);Vitamin E - IU (IU);Vitamin E - mg (mg);Vitamin K (mcg);Zinc (mg)
Spinach Whole Wheat Quesadilla with Orange Slices - New Mex;breakfast;green onion, fresh, tops & bulb, chopped;1/4;green onion, fresh, tops & bulb, chopped;2;Serving;;2;;;8;0,4575;1,185;1,835;0,65;0,65;0,0475;0,008;0;0;4;18;0,02075;16;16;16;0,37;5;0,04;0,001;0,0175;9,25;69;0,15;249,25;12,4625;24,925;0,01375;0;0,02;0,13125;0,214582;0,01525;4,7;0,1375;0,1375;0,204875;0,1375;51,75;0,0975
Spinach Whole Wheat Quesadilla with Orange Slices - New Mex;breakfast;garlic powder;1/2;garlic powder;2;Serving;;2;;;5,1305;0,256525;0,987815;1,127315;0,1395;0,1395;0,011315;0,003859;0;0;0,93;1,2245;0,008261;0,7285;0,7285;0,7285;0,087575;1,1935;0,015174;0,000186;0,002216;6,417;18,491499;0,37045;0;0;0;0,006742;0;0,002185;0,012338;0,043596;0,025637;0,0186;0,010385;0,010385;0,015474;0,010385;0,0062;0,046345
Spinach Whole Wheat Quesadilla with Orange Slices - New Mex;breakfast;chili peppers, powder;1/4;chili peppers, powder;2;Serving;;2;;;1,9035;0,090855;0,100575;0,335475;0,2349;0,2349;0,09639;0,016619;0;0;19,35225;2,2275;0,00675;0,189;0,189;0,189;0,116775;1,00575;0,011475;0,003598;0,050443;2,025;13,1625;0,1377;200,137504;10,006875;20,01375;0,001688;0;0,006345;0,0783;0,086175;0,014135;0,004725;0,257445;0,257445;0,383593;0,257445;0,713475;0,029025
Spinach Whole Wheat Quesadilla with Orange Slices - New Mex;breakfast;"orange, fresh, medium, 2 5/8""";1;"orange, fresh, medium, 2 5/8""";2;Serving;;2;;;61,57;1,2314;12,2485;15,3925;3,144;3,144;0,1572;0,01965;0;0;0;52,4;0,05895;39,3;39,3;39,3;0,131;13,1;0,03275;0,00917;0,02358;18,34;237,11;0,655;294,75;14,7375;29,475;0,11397;0;0,0524;0,36942;0,56592;0,0786;69,692;0,2358;0,2358;0,351342;0,2358;0;0,0917
Spinach, Apple, Almond Salad;lunch;spinach, fresh, chopped;4;spinach, fresh, chopped;4;Serving;;4;;;27,6;3,432;1,716;4,356;2,64;2,64;0,468;0,0756;0;0;94,8;118,8;0,156;232,8;232,8;232,8;3,252;94,8;1,0764;0,1656;0,0312;58,8;669,6;1,2;11252,4;562,620012;1125,240012;0,0936;0;0,2268;0,8688;1,6488;0,234;33,72;2,436;2,436;3,62964;2,436;579,479988;0,636
Spinach, Apple, Almond Salad;lunch;"apple, fresh, medium, 3""";1/2;"apple, fresh, medium, 3""";4;Serving;;4;;;47,32;0,2366;10,3831;12,5671;2,184;2,184;0,1547;0,02548;0;0;0,91;5,46;0,02457;2,73;2,73;2,73;0,1092;4,55;0,03185;0,008035;0,038375;10,01;97,37;0;49,14;2,457;4,914;0,01547;0;0,02366;0,08281;0,09798;0,03731;4,186;0,1638;0,1638;0,244062;0,1638;2,002;0,0364
Spinach, Apple, Almond Salad;lunch;onion, red, fresh, small;1/4;onion, red, fresh, small;4;Serving;;4;;;7;0,1925;1,337;1,6345;0,2975;0,2975;0,0175;0,00735;0;0;0,7;4,025;0,006825;3,325;3,325;3,325;0,03675;1,75;0,022575;0,0007;0,002275;5,075;25,55;0,0875;0,35;0,0175;0,035;0,00805;0;0,004725;0,0203;0,061133;0,021;1,295;0,0035;0,0035;0,005215;0,0035;0,07;0,02975
Spinach, Apple, Almond Salad;lunch;almonds;4;almonds;4;Serving;;4;;;68,515044;2,502752;1,070917;2,550085;1,479168;1,479168;5,908387;0,449904;;0;0,118333;31,831687;0,122002;5,20667;5,20667;5,20667;0,439017;31,950021;;0,000355;1,458341;56,91837;86,738389;0,485167;;0;;0,024258;0;0,134663;0,42813;0,42813;0,016212;0;3,032885;;;;0;0,3692
Spinach, Apple, Almond Salad;lunch;pumpkin seeds, roasted, kernels, unsalted;4;pumpkin seeds, roasted, kernels, unsalted;4;Serving;;4;;;56,44337;2,934269;0,807317;1,446484;0,639167;0,639167;4,823253;0,840161;0,00413;0;1,770001;5,113337;0,125375;5,605004;5,605004;5,605004;0,793551;54,083368;0,441517;0,010915;1,938446;115,443408;77,486717;0,924334;0,786667;0,039333;0,078667;0,006883;0;0,01475;0,435617;1,278389;0,009833;0,177;0,055067;0,055067;0,082049;0,055067;0,4425;0,751267
Spinach, Apple, Almond Salad;lunch;oil, olive;4;oil, olive;4;Serving;;4;;;159,119942;0;0;0;0;0;17,999993;2,485439;;0;0,36;0,18;0;0;0;0;0,1008;0;0;0,13698;1,757159;0;0,18;0;0;0;0;0;0;0;0;0;0;0;2,582999;2,582999;3,848669;2,582999;10,835996;0
Spinach, Apple, Almond Salad;lunch;salt, table;1/4;salt, table;4;Serving;;4;;;0;0;0;0;0;0;0;0;0;0;581,37;0,36;0,00045;0;0;0;0,00495;0,015;0,0015;0;0;0;0,12;0,0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015
Spinach, Apple, Almond Salad;lunch;black pepper, ground;1/4;black pepper, ground;4;Serving;;4;;;1,44325;0,059742;0,222237;0,367712;0,145475;0,145475;0,018745;0,008004;0;0;0,115;2,54725;0,007647;0,09775;0,09775;0,09775;0,055832;0,98325;0,07333;0,000874;0,00399;0,9085;7,64175;0,028175;3,14525;0,157262;0,314525;0,000621;0;0,001035;0,006572;0,012131;0,001673;0;0,00598;0,00598;0,00891;0,00598;0,941275;0,006842
Spinach, Apple, Almond Salad;lunch;honey;1;honey;4;Serving;;4;;;21,279992;0,021;5,753998;5,767998;0,014;0,014;0;0;0;0;0,28;0,42;0,00252;0,14;0,14;0,14;0,0294;0,14;;0;0;0,28;3,639999;0,056;;0;;0;0;0,00266;0,00847;0,00847;0,00168;0,035;0;;;;0;0,0154
Spinach, Apple, Almond Salad;lunch;vinegar, apple cider, raw, organic;2;vinegar, apple cider, raw, organic;4;Serving;;4;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;0;0;;7,333331;;;;;;;;;;;;;;;;;
Spinach, Apple, Almond Salad;lunch;cucumber, english, fresh;1/2;cucumber, english, fresh;4;Serving;;4;;;15,151515;1,515151;1,515151;3,030303;1,515151;1,515151;0;0;0;0;0;30,303029;;;;;0,545455;;;0;0;;212,121204;;303,030291;15,151515;30,303029;;;;;;;9,090909;;;;;;
Spinach, Apple, Almond Salad;lunch;juice, lime, fresh, yield per fruit;1;juice, lime, fresh, yield per fruit;4;Serving;;4;;;11;0,1848;3,5288;3,7048;0,176;0,176;0,0308;0,00352;0;0;0,88;6,16;0,01188;4,4;4,4;4,4;0,0396;3,52;0,00792;0,00352;0,0066;6,16;51,48;0,044;22;1,1;2,2;0,011;0;0,0066;0,06248;0,077145;0,01672;13,2;0,0968;0,0968;0,144232;0,0968;0,264;0,0352
Spinach, Apple, Almond Salad;lunch;mushrooms, brown, fresh, sliced;1/4;mushrooms, brown, fresh, sliced;4;Serving;;4;;;3,96;0,45;0,666;0,774;0,108;0,108;0,018;0,00252;0;0;1,08;3,24;0,09;4,5;4,5;4,5;0,072;1,62;0,02556;0;0,0072;21,6;80,64;4,68;0;0;0;0,0171;0,018;0,0882;0,684;0,851999;0,0198;0;0,0018;0,0018;0,002682;0,0018;0;0,198
Spinach, Carrot, Apple Smoothie CW4 Sun Snack;snack;carrots, fresh, medium;1;carrots, fresh, medium;2;Serving;;2;;;25,01;0,5673;4,1358;5,8438;1,708;1,708;0,1464;0,02257;0;0;42,09;20,13;0,02745;11,59;11,59;11,59;0,183;7,32;0,08723;0,00122;0,07015;21,35;195,2;0,061;10190,66;509,532994;1019,066;0,04026;0;0,03538;0,59963;0,665827;0,08418;3,599;0,4026;0,4026;0,599874;0,4026;8,052;0,1464
Spinach, Carrot, Apple Smoothie CW4 Sun Snack;snack;spinach, fresh, chopped;2;spinach, fresh, chopped;2;Serving;;2;;;13,8;1,716;0,858;2,178;1,32;1,32;0,234;0,0378;0;0;47,4;59,4;0,078;116,4;116,4;116,4;1,626;47,4;0,5382;0,0828;0,0156;29,4;334,8;0,6;5626,2;281,310006;562,620006;0,0468;0;0,1134;0,4344;0,8244;0,117;16,86;1,218;1,218;1,81482;1,218;289,739994;0,318
Spinach, Carrot, Apple Smoothie CW4 Sun Snack;snack;avocado, California, fresh;1/4;avocado, California, fresh;2;Serving;;2;;;56,78;0,6664;0,6256;2,9376;2,312;2,312;5,2394;0,72284;0;0;2,72;4,42;0,0578;30,26;30,26;30,26;0,2074;9,86;0,05066;0,0425;0,56916;18,36;172,38;0,136;49,98;2,499;4,998;0,0255;0;0,04862;0,65008;0,791748;0,09758;2,992;0,6698;0,6698;0,998002;0,6698;7,14;0,2312
Spinach, Carrot, Apple Smoothie CW4 Sun Snack;snack;"apple, fresh, medium, 3""";1;"apple, fresh, medium, 3""";2;Serving;;2;;;94,64;0,4732;20,7662;25,1342;4,368;4,368;0,3094;0,05096;0;0;1,82;10,92;0,04914;5,46;5,46;5,46;0,2184;9,1;0,0637;0,016071;0,076749;20,02;194,74;0;98,28;4,914;9,828;0,03094;0;0,04732;0,16562;0,195959;0,07462;8,372;0,3276;0,3276;0,488124;0,3276;4,004;0,0728
Spinach, Carrot, Apple Smoothie CW4 Sun Snack;snack;water, tap;2;water, tap;2;Serving;;2;;;0;0;0;0;0;0;0;0;0;0;18,944;14,208;0,04736;0;0;0;0;4,736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04736
Spinach, Carrot, Apple Smoothie CW4 Sun Snack;snack;lemon juice, fresh, yield per fruit;1;lemon juice, fresh, yield per fruit;2;Serving;;2;;;10,56;0,168;3,168;3,312;0,144;0,144;0,1152;0,0192;0;0;0,48;2,88;0,00768;9,6;9,6;9,6;0,0384;2,88;0,00576;0,00432;0,00576;3,84;49,44;0,048;2,88;0,144;0,288;0,01152;0;0,0072;0,04368;0,04368;0,02208;18,576;0,072;0,072;0,10728;0,072;0;0,024
Spinach, Carrot, Apple Smoothie CW4 Sun Snack;snack;"ginger root, fresh, 1"" sliced";1;"ginger root, fresh, 1"" sliced";2;Serving;;2;;;1,76;0,04004;0,34694;0,39094;0,044;0,044;0,0165;0,004466;0;0;0,286;0,352;0,004972;0,242;0,242;0,242;0,0132;0,946;0,005038;0,000748;0,00264;0,748;9,13;0,0154;0;0;0;0,00055;0;0,000748;0,0165;0,0209;0,00352;0,11;0,00572;0,00572;0,008523;0,00572;0,0022;0,00748
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;oil, sunflower;1;oil, sunflower;2;Serving;;2;;;120,224003;0;0;0;0;0;13,6;1,4008;;0;0;0;0;0;0;0;0;0;;0;8,9352;0;0;0;;0;;0;0;0;0;0;0;0;5,58688;;;;0,7344;0
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;onion, white, fresh, small;1/4;onion, white, fresh, small;2;Serving;;2;;;7;0,1925;1,337;1,6345;0,2975;0,2975;0,0175;0,00735;0;0;0,7;4,025;0,006825;3,325;3,325;3,325;0,03675;1,75;0,022575;0,0007;0,002275;5,075;25,55;0,0875;0,35;0,0175;0,035;0,00805;0;0,004725;0,0203;0,061133;0,021;1,295;0,0035;0,0035;0,005215;0,0035;0,07;0,02975
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;"tomatoes, fresh, year round average, medium, 2 3/5""";1/2;"tomatoes, fresh, year round average, medium, 2 3/5""";2;Serving;;2;;;11,07;0,5412;1,65435;2,39235;0,738;0,738;0,123;0,01722;0;0;3,075;6,15;0,036285;9,225;9,225;9,225;0,16605;6,765;0,07011;0,001845;0,0492;14,76;145,755;0;512,295;25,61475;51,2295;0,022755;0;0,011685;0,36531;0,42681;0,0492;8,4255;0,3321;0,3321;0,494829;0,3321;4,8585;0,10455
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;spinach, fresh, chopped;1;spinach, fresh, chopped;2;Serving;;2;;;6,9;0,858;0,429;1,089;0,66;0,66;0,117;0,0189;0;0;23,7;29,7;0,039;58,2;58,2;58,2;0,813;23,7;0,2691;0,0414;0,0078;14,7;167,4;0,3;2813,1;140,655003;281,310003;0,0234;0;0,0567;0,2172;0,4122;0,0585;8,43;0,609;0,609;0,90741;0,609;144,869997;0,159
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;"bell pepper, green, fresh, medium, 2 1/2""";1/2;"bell pepper, green, fresh, medium, 2 1/2""";2;Serving;;2;;;11,9;0,5117;1,7493;2,7608;1,0115;1,0115;0,10115;0,03451;0;0;1,785;5,95;0,03927;5,95;5,95;5,95;0,2023;5,95;0,07259;0,00476;0,03213;11,9;104,125;0;220,15;11,0075;22,015;0,033915;0;0,01666;0,2856;0,400721;0,13328;47,838;0,22015;0,22015;0,328023;0,22015;4,403;0,07735
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;jalapeno peppers, fresh;1;jalapeno peppers, fresh;2;Serving;;2;;;4,06;0,1274;0,541792;0,91;0,368208;0,368208;0,0518;0,01288;0;0;0,42;1,68;0,00644;3,78;3,78;3,78;0,035;2,1;0,01358;0,007;0,00868;3,64;34,72;0,056;150,92;7,546;15,092;0,0056;0;0,0098;0,1792;0,1792;0,05866;16,604;0,5012;0,5012;0,746788;0,5012;2,59;0,0196
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;egg, raw, large;2;egg, raw, large;2;Serving;;2;;;123,2;10,56;0;0;0;0;7,04;1,76;0;308;105,6;;;70,4;;70,4;;;;0,20064;1,232;;;;880;264,263982;264,263982;;2,2;0,4576;;;;;;;13,2;;;
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;salt, table;1/4;salt, table;2;Serving;;2;;;0;0;0;0;0;0;0;0;0;0;581,37;0,36;0,00045;0;0;0;0,00495;0,015;0,0015;0;0;0;0,12;0,0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;black pepper, ground;1/4;black pepper, ground;2;Serving;;2;;;1,44325;0,059742;0,222237;0,367712;0,145475;0,145475;0,018745;0,008004;0;0;0,115;2,54725;0,007647;0,09775;0,09775;0,09775;0,055832;0,98325;0,07333;0,000874;0,00399;0,9085;7,64175;0,028175;3,14525;0,157262;0,314525;0,000621;0;0,001035;0,006572;0,012131;0,001673;0;0,00598;0,00598;0,00891;0,00598;0,941275;0,006842
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;cheese, queso fresco, crumbled;2;cheese, queso fresco, crumbled;2;Serving;;2;;;45,597546;2,758728;0,45445;0,45445;0;0;3,632554;1,973352;0,127185;10,522511;114,527616;86,315087;0,005033;1,067501;1,067501;1,067501;0,0305;3,660004;0,002135;0,02135;0,140605;58,712559;19,67252;2,943253;122,915124;34,160035;34,617535;0,006405;0,2562;0,026383;0,004118;0,004118;0,01159;0;0,056425;0,056425;0,084073;0,056425;0,1525;0,39345
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;"tortilla, flour, ready to bake, 10""";2;"tortilla, flour, ready to bake, 10""";2;Serving;;2;;;440,64;11,808;66,0672;71,1072;5,04;5,04;11,5056;4,21056;0,07488;0;1059,84;210,24;0,14976;135,36;214,56;21,6;5,2272;31,68;0,77472;0,32544;2,96928;296,64;180;32,112;0;0;;0,72432;0;0,40608;6,3576;7,917595;0,08496;0;0;0;0;0;10,368;0,7632
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;cantaloupe, fresh;1;cantaloupe, fresh;2;Serving;;2;;;54,4;1,344;11,714624;13,056;1,341376;1,341376;0,304;0,0816;0;0;25,6;14,4;0,0656;33,6;33,6;33,6;0,336;19,2;0,0656;0,0736;0,056;24;427,2;0,64;5411,2;270,560016;541,120016;0,0656;0;0,0304;1,1744;1,227728;0,1152;58,72;0,08;0,08;0,1192;0,08;4;0,288
Spinach, Pepper, Tomato and Egg Burrito - New Mex;breakfast;avocado, California, fresh;1/2;avocado, California, fresh;2;Serving;;2;;;113,56;1,3328;1,2512;5,8752;4,624;4,624;10,4788;1,44568;0;0;5,44;8,84;0,1156;60,52;60,52;60,52;0,4148;19,72;0,10132;0,085;1,13832;36,72;344,76;0,272;99,96;4,998;9,996;0,051;0;0,09724;1,30016;1,583496;0,19516;5,984;1,3396;1,3396;1,996004;1,3396;14,28;0,4624
Spiralized Zucchini Nest Eggs;breakfast;oil, olive;1;oil, olive;4;Serving;;4;;;119,34;0;0;0;0;0;13,5;1,86408;;0;0,27;0,135;0;0;0;0;0,0756;0;0;0,102735;1,31787;0;0,135;0;0;0;0;0;0;0;0;0;0;0;1,93725;1,93725;2,886502;1,93725;8,127;0
Spiralized Zucchini Nest Eggs;breakfast;black pepper, ground;0.25;black pepper, ground;4;Serving;;4;;;1,44325;0,059742;0,222237;0,367712;0,145475;0,145475;0,018745;0,008004;0;0;0,115;2,54725;0,007647;0,09775;0,09775;0,09775;0,055832;0,98325;0,07333;0,000874;0,00399;0,9085;7,64175;0,028175;3,14525;0,157262;0,314525;0,000621;0;0,001035;0,006572;0,012131;0,001673;0;0,00598;0,00598;0,00891;0,00598;0,941275;0,006842
Spiralized Zucchini Nest Eggs;breakfast;salt, table;0.25;salt, table;4;Serving;;4;;;0;0;0;0;0;0;0;0;0;0;581,37;0,36;0,00045;0;0;0;0,00495;0,015;0,0015;0;0;0;0,12;0,0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015
Spiralized Zucchini Nest Eggs;breakfast;garlic powder;0.25;garlic powder;4;Serving;;4;;;2,56525;0,128262;0,493907;0,563657;0,06975;0,06975;0,005657;0,00193;0;0;0,465;0,61225;0,004131;0,36425;0,36425;0,36425;0,043787;0,59675;0,007587;0,000093;0,001108;3,2085;9,24575;0,185225;0;0;0;0,003371;0;0,001093;0,006169;0,021798;0,012818;0,0093;0,005192;0,005192;0,007737;0,005192;0,0031;0,023172
Spiralized Zucchini Nest Eggs;breakfast;basil, fresh, chopped leaves;0.25;basil, fresh, chopped leaves;4;Serving;;4;;;2,437998;0,3339;0,1113;0,2809;0,1696;0,1696;0,06784;0,004346;0;0;0,424;18,761982;0,04081;7,207993;7,207993;7,207993;0,33602;6,783993;0,121688;0,033496;0,007738;5,935994;31,269969;0,0318;559,149454;27,957473;55,914945;0,003604;0;0,008056;0,095612;0,164512;0,01643;1,907998;0,0848;0,0848;0,126352;0,0848;43,968756;0,08586
Spiralized Zucchini Nest Eggs;breakfast;cheese, parmesan, dry, grated;2;cheese, parmesan, dry, grated;4;Serving;;4;;;52,203998;3,6704;1,5376;1,5376;0;0;3,472;1,922;;10,788;216,999993;109,615997;0,00496;0,744;0,744;0,744;0,0558;4,34;;0,014315;0,134485;78,615998;22,815999;4,34;;28,271999;;0,003348;0,1674;0,04278;0,009672;0,009672;0,010044;0;0,06324;;;;0,2108;0,53692
Spiralized Zucchini Nest Eggs;breakfast;egg, raw;4;egg, raw;4;Serving;;4;;;251,68;22,1056;1,2672;1,2672;0;0;16,7376;5,50176;0,06688;654,72;249,92;98,56;0,12672;82,72;82,72;82,72;3,08;21,12;0,04928;0,19888;3,06768;348,48;242,88;54,032;950,4;282,26;282,92;0,0704;1,5664;0,80432;0,132;4,915645;0,2992;0;1,848;1,848;2,75352;1,848;0,528;2,2704
Spiralized Zucchini Nest Eggs;breakfast;zucchini, fresh;5 1/3;zucchini, fresh;4;Serving;;4;;;177,706667;12,648533;23,221348;32,509867;9,288518;9,288518;3,345067;0,87808;;0;83,626667;167,253333;0,554027;250,88;250,88;250,88;3,867733;188,16;;0,637653;0,3136;397,226667;2728,32;2,090667;;104,533333;;0,4704;0;0,982613;4,714453;4,714453;1,703893;187,114667;1,2544;;;;44,949333;3,345067
Spiralized Zucchini Nest Eggs;breakfast;cheese, ricotta, part skim;1/2;cheese, ricotta, part skim;4;Serving;;4;;;171,12;14,1236;6,3736;6,3736;0;0;9,8084;6,10948;;38,44;122,76;337,28;0,04216;16,12;16,12;16,12;0,5456;18,6;0,0124;0,0868;0,2356;226,92;155;20,708;476,16;132,68;135,16;0,02604;0,3596;0,2294;0,09672;2,374774;0,0248;0;0,0868;0,0868;0,129332;0,0868;0,868;1,6616
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;bread, whole grain wheat, toasted;2;bread, whole grain wheat, toasted;2;Serving;;2;;;172,92;7,7286;25,179;31,845;6,666;;1,5576;0,45672;;0;346,5;496,32;0,10824;78,54;99,792;48,18;3,5442;19,14;;0,06204;0,63888;74,58;92,4;11,682;;0;;0,29568;0;0,1848;3,23136;3,23136;0,05808;0;0,2772;;;;5,61;0,6864
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;avocado, fresh, cubed;1;avocado, fresh, cubed;2;Serving;;2;;;240;3;2,745;12,795;10,05;10,05;21,99;3,189;0;0;10,5;18;0,285;121,5;121,5;121,5;0,825;43,5;0,213;0,1875;2,511;78;727,5;0,6;219;10,95;21,9;0,1005;0;0,195;2,607;3,232005;0,3855;15;3,105;3,105;4,62645;3,105;31,5;0,96
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;radishes, fresh;2;radishes, fresh;2;Serving;;2;;;5,714286;0;0,857143;0,857143;0;0;0;0;0;0;10;0;;;;;0;;;0;0;;;;0;0;0;;;;;;;5,142857;;;;;;
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;cucumber, fresh;1/4;cucumber, fresh;2;Serving;;2;;;4,4625;0,193375;0,931175;1,079925;0,14875;0,14875;0,032725;0,011007;;0;0,595;4,76;0,012198;2,0825;2,0825;2,0825;0,0833;3,8675;;0,001443;0,008077;7,14;43,7325;0,08925;;1,4875;;0,008033;0;0,009817;0,029155;0,029155;0,0119;0,833;0,008925;;;;4,879;0,0595
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;cilantro, fresh, bunch;1;cilantro, fresh, bunch;2;Serving;;2;;;0,23;0,0213;0,0087;0,0367;0,028;0,028;0,0052;0,00014;;0;0,46;0,670001;0,00225;0,620001;0,620001;0,620001;0,0177;0,26;;0;0,0004;0,48;5,210005;0,009;;3,370003;;0,00067;0;0,00162;0,01114;0,01114;0,00149;0,27;0,025;;;;3,100003;0,005
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;lemon juice, fresh, yield per fruit;2;lemon juice, fresh, yield per fruit;2;Serving;;2;;;2,236666;0,035583;0,671;0,7015;0,0305;0,0305;0,0244;0,004067;0;0;0,101667;0,61;0,001627;2,033333;2,033333;2,033333;0,008133;0,61;0,00122;0,000915;0,00122;0,813333;10,471663;0,010167;0,61;0,0305;0,061;0,00244;0;0,001525;0,009252;0,009252;0,004677;3,934499;0,01525;0,01525;0,022722;0,01525;0;0,005083
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;salt, table;1/4;salt, table;2;Serving;;2;;;0;0;0;0;0;0;0;0;0;0;581,37;0,36;0,00045;0;0;0;0,00495;0,015;0,0015;0;0;0;0,12;0,0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;sunflower seeds;1/4;sunflower seeds;2;Serving;;2;;;186,24;6,1856;4,8224;7,7024;2,88;2,88;15,936;1,67008;;0;209,6;22,4;0,5856;75,84;75,84;75,84;1,216;41,28;;0,02208;10,49024;369,6;272;25,376;;0;;0,03392;0;0,07872;2,25344;2,25344;0,25728;0,448;8,352;;;;0,864;1,6928
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;"orange, fresh, medium, 2 5/8""";2;"orange, fresh, medium, 2 5/8""";2;Serving;;2;;;123,14;2,4628;24,497;30,785;6,288;6,288;0,3144;0,0393;0;0;0;104,8;0,1179;78,6;78,6;78,6;0,262;26,2;0,0655;0,01834;0,04716;36,68;474,22;1,31;589,5;29,475;58,95;0,22794;0;0,1048;0,73884;1,13184;0,1572;139,384;0,4716;0,4716;0,702684;0,4716;0;0,1834
Spring Avocado Toast with Radishes & Cucumber - New Mex;breakfast;cheese, queso cotija;2;cheese, queso cotija;2;Serving;;2;;;18,3;1;0,1985;0,1985;0;0;1,5;0,875;0;5;70;40;0,0119;0,5;0,5;0,5;0;1,9;;0,009941;0,049409;36,45;6,25;0,885;43,25;11,45;11,75;0,00145;0,113;0,0243;0,0057;0,0057;0,00245;0;0,0125;0,0125;0,018625;0,0125;0,095;0,1935
Spring Rolls CW3 Mon Dinner;dinner;cabbage, red, fresh;2;cabbage, red, fresh;4;Serving;;4;;;43,4;2,002;7,378;10,318;2,94;2,94;0,224;0,0294;0;0;37,8;63;0,0238;25,2;25,2;25,2;1,12;22,4;0,3402;0,063;0,049;42;340,2;0,84;1562,4;78,12;156,24;0,0896;0;0,0966;0,5852;0,8652;0,2926;79,8;0,154;0,154;0,22946;0,154;53,48;0,308
Spring Rolls CW3 Mon Dinner;dinner;carrots, fresh, chopped;2;carrots, fresh, chopped;4;Serving;;4;;;104,96;2,3808;17,3568;24,5248;7,168;7,168;0,6144;0,09472;0;0;176,64;84,48;0,1152;48,64;48,64;48,64;0,768;30,72;0,36608;0,00512;0,2944;89,6;819,2;0,256;42767,36;2138,367974;4276,736;0,16896;0;0,14848;2,51648;2,794291;0,35328;15,104;1,6896;1,6896;2,517504;1,6896;33,792;0,6144
Spring Rolls CW3 Mon Dinner;dinner;cilantro, fresh, bunch;1;cilantro, fresh, bunch;4;Serving;;4;;;3,68;0,3408;0,1392;0,5872;0,448;0,448;0,0832;0,00224;;0;7,36;10,72;0,036;9,92;9,92;9,92;0,2832;4,16;;0;0,0064;7,68;83,36;0,144;;53,92;;0,01072;0;0,02592;0,17824;0,17824;0,02384;4,32;0,4;;;;49,6;0,08
Spring Rolls CW3 Mon Dinner;dinner;spearmint, fresh;1;spearmint, fresh;4;Serving;;4;;;40,127958;3,000477;1,468318;7,669912;6,201594;6,201594;0,665759;0,174192;0;0;27,359971;181,48781;0,21888;95,7599;95,7599;95,7599;10,825429;57,45594;1,019615;0,308256;0,049248;54,719943;417,695563;;3697,244135;184,862207;369,724404;0,071136;0;0,1596;0,864575;1,624571;0,144096;12,129587;;;;;;0,994079
Spring Rolls CW3 Mon Dinner;dinner;pasta, spaghetti, whole wheat, cooked, packed;1;pasta, spaghetti, whole wheat, cooked, packed;4;Serving;;4;;;224,99;9,0449;39,5167;45,4057;5,889;5,889;2,5821;0,36693;0;0;6,04;19,63;0,33975;31,71;31,71;31,71;2,5972;81,54;1,99471;0,05436;0,81238;191,77;144,96;54,813;6,04;0,302;0,604;0,23556;0;0,14949;4,72026;6,658088;0,14043;0;0,3473;0,3473;0,517477;0,3473;0,906;2,0234
